month,dpd_band,risk_segment,recommended_channel,targeted_accounts,recovered_accounts,recovered_amount,payment_conversion,recovery_per_targeted_account
2026-01,31-60,LOW,SMS,76,3,242864.95,0.039473684210526314,3195.591447368421
2026-01,31-60,LOW,VOICE,83,5,465842.97,0.060240963855421686,5612.565903614457
2026-01,31-60,LOW,WHATSAPP,65,1,54788.83,0.015384615384615385,842.905076923077
2026-01,31-60,MEDIUM,FIELD,61,2,88759.87999999999,0.03278688524590164,1455.08
2026-01,31-60,MEDIUM,SMS,68,1,121574.58,0.014705882352941176,1787.8614705882353
2026-01,31-60,MEDIUM,VOICE,60,3,328751.04000000004,0.05,5479.184
2026-01,31-60,MEDIUM,WHATSAPP,71,5,463610.51,0.07042253521126761,6529.725492957747
2026-01,31-60,NPA,FIELD,61,1,112919.63,0.01639344262295082,1851.1414754098362
2026-01,31-60,NPA,SMS,72,2,133762.93,0.027777777777777776,1857.8184722222222
2026-01,31-60,NPA,VOICE,61,2,210830.09999999998,0.03278688524590164,3456.2311475409833
2026-01,31-60,NPA,WHATSAPP,71,3,185902.73,0.04225352112676056,2618.348309859155
2026-01,61-90,HIGH,FIELD,71,3,177619.47,0.04225352112676056,2501.682676056338
2026-01,61-90,HIGH,SMS,71,2,150352.66999999998,0.028169014084507043,2117.6432394366193
2026-01,61-90,HIGH,VOICE,56,2,116029.43,0.03571428571428571,2071.954107142857
2026-01,61-90,HIGH,WHATSAPP,56,2,201501.72,0.03571428571428571,3598.245
2026-01,61-90,LOW,FIELD,66,3,214574.53000000003,0.045454545454545456,3251.129242424243
2026-01,61-90,LOW,SMS,85,1,139556.93,0.011764705882352941,1641.8462352941176
2026-01,61-90,LOW,VOICE,52,1,109909.91,0.019230769230769232,2113.6521153846156
2026-01,61-90,LOW,WHATSAPP,54,3,195235.03,0.05555555555555555,3615.4635185185184
2026-01,61-90,MEDIUM,FIELD,69,0,0.0,0.0,0.0
2026-01,61-90,MEDIUM,SMS,60,5,231803.87,0.08333333333333333,3863.3978333333334
2026-01,61-90,MEDIUM,VOICE,47,2,97792.37,0.0425531914893617,2080.688723404255
2026-01,61-90,MEDIUM,WHATSAPP,69,1,144850.1,0.014492753623188406,2099.276811594203
2026-01,61-90,NPA,FIELD,56,4,511443.99,0.07142857142857142,9132.928392857142
2026-01,61-90,NPA,SMS,69,2,182019.09,0.028985507246376812,2637.9578260869566
2026-01,61-90,NPA,VOICE,67,4,253167.7,0.05970149253731343,3778.6223880597017
2026-01,61-90,NPA,WHATSAPP,62,1,88608.61,0.016129032258064516,1429.171129032258
2026-01,91+,HIGH,FIELD,60,2,59303.869999999995,0.03333333333333333,988.3978333333332
2026-01,91+,HIGH,SMS,61,3,189323.14,0.04918032786885246,3103.6580327868855
2026-01,91+,HIGH,VOICE,48,1,22514.86,0.020833333333333332,469.05958333333336
2026-01,91+,HIGH,WHATSAPP,79,1,128735.77,0.012658227848101266,1629.5667088607595
2026-01,91+,LOW,FIELD,63,2,2416.84,0.031746031746031744,38.36253968253968
2026-01,91+,LOW,SMS,62,2,131285.02000000002,0.03225806451612903,2117.5003225806454
2026-01,91+,LOW,VOICE,70,4,415259.55,0.05714285714285714,5932.279285714286
2026-01,91+,LOW,WHATSAPP,74,3,249950.13,0.04054054054054054,3377.7044594594595
2026-01,91+,MEDIUM,FIELD,83,5,298053.33999999997,0.060240963855421686,3591.0040963855417
2026-01,91+,MEDIUM,SMS,64,1,3459.16,0.015625,54.049375
2026-01,91+,MEDIUM,VOICE,59,4,416854.33,0.06779661016949153,7065.327627118644
2026-01,91+,MEDIUM,WHATSAPP,52,3,220830.96999999997,0.057692307692307696,4246.7494230769225
2026-01,91+,NPA,FIELD,63,3,278551.45,0.047619047619047616,4421.451587301587
2026-01,91+,NPA,SMS,59,2,95994.23,0.03389830508474576,1627.020847457627
2026-01,91+,NPA,VOICE,65,2,68562.28,0.03076923076923077,1054.8043076923077
2026-01,91+,NPA,WHATSAPP,69,2,215081.94,0.028985507246376812,3117.1295652173912
2026-02,0-30,HIGH,FIELD,168,7,503806.20999999996,0.041666666666666664,2998.846488095238
2026-02,0-30,HIGH,SMS,158,6,687234.18,0.0379746835443038,4349.583417721519
2026-02,0-30,HIGH,VOICE,133,4,290323.6,0.03007518796992481,2182.8842105263157
2026-02,0-30,HIGH,WHATSAPP,161,5,516047.99,0.031055900621118012,3205.2670186335404
2026-02,0-30,LOW,FIELD,157,4,303535.25,0.025477707006369428,1933.345541401274
2026-02,0-30,LOW,SMS,151,4,261271.46,0.026490066225165563,1730.2745695364238
2026-02,0-30,LOW,VOICE,154,5,234269.91,0.032467532467532464,1521.233181818182
2026-02,0-30,LOW,WHATSAPP,141,3,245350.81,0.02127659574468085,1740.0766666666666
2026-02,0-30,MEDIUM,FIELD,143,6,275358.36,0.04195804195804196,1925.582937062937
2026-02,0-30,MEDIUM,SMS,138,7,578564.4299999999,0.050724637681159424,4192.495869565217
2026-02,0-30,MEDIUM,VOICE,169,5,380863.44,0.029585798816568046,2253.629822485207
2026-02,0-30,MEDIUM,WHATSAPP,162,3,223897.15,0.018518518518518517,1382.081172839506
2026-02,0-30,NPA,FIELD,144,9,600919.1799999999,0.0625,4173.049861111111
2026-02,0-30,NPA,SMS,155,4,247768.72,0.025806451612903226,1598.5078709677418
2026-02,0-30,NPA,VOICE,131,5,174895.89,0.03816793893129771,1335.0831297709924
2026-02,0-30,NPA,WHATSAPP,135,6,643463.59,0.044444444444444446,4766.396962962963
2026-02,31-60,HIGH,FIELD,61,5,527738.21,0.08196721311475409,8651.44606557377
2026-02,31-60,HIGH,SMS,42,2,312647.14,0.047619047619047616,7443.979523809524
2026-02,31-60,HIGH,VOICE,59,2,146313.48,0.03389830508474576,2479.889491525424
2026-02,31-60,HIGH,WHATSAPP,56,4,224617.19,0.07142857142857142,4011.0212500000002
2026-02,31-60,LOW,FIELD,58,2,113477.79,0.034482758620689655,1956.513620689655
2026-02,31-60,LOW,SMS,63,3,202968.49,0.047619047619047616,3221.722063492063
2026-02,31-60,LOW,VOICE,68,2,103920.61,0.029411764705882353,1528.2442647058824
2026-02,31-60,LOW,WHATSAPP,70,5,392365.47,0.07142857142857142,5605.221
2026-02,31-60,MEDIUM,FIELD,66,2,103861.45000000001,0.030303030303030304,1573.6583333333335
2026-02,31-60,MEDIUM,SMS,43,0,0.0,0.0,0.0
2026-02,31-60,MEDIUM,VOICE,50,2,227171.55000000002,0.04,4543.4310000000005
2026-02,31-60,MEDIUM,WHATSAPP,52,2,135504.98,0.038461538461538464,2605.8650000000002
2026-02,31-60,NPA,FIELD,60,0,0.0,0.0,0.0
2026-02,31-60,NPA,SMS,52,2,97411.49,0.038461538461538464,1873.2978846153846
2026-02,31-60,NPA,VOICE,66,1,141216.48,0.015151515151515152,2139.6436363636367
2026-02,31-60,NPA,WHATSAPP,64,1,104001.03,0.015625,1625.01609375
2026-02,61-90,HIGH,FIELD,57,3,103416.66,0.05263157894736842,1814.3273684210526
2026-02,61-90,HIGH,SMS,51,2,180372.81,0.0392156862745098,3536.7217647058824
2026-02,61-90,HIGH,VOICE,63,3,191316.35,0.047619047619047616,3036.7674603174605
2026-02,61-90,HIGH,WHATSAPP,48,2,236425.83000000002,0.041666666666666664,4925.538125
2026-02,61-90,LOW,FIELD,48,2,361780.43,0.041666666666666664,7537.092291666667
2026-02,61-90,LOW,SMS,66,5,437347.93000000005,0.07575757575757576,6626.4837878787885
2026-02,61-90,LOW,VOICE,59,3,253513.00999999998,0.05084745762711865,4296.830677966102
2026-02,61-90,LOW,WHATSAPP,61,0,0.0,0.0,0.0
2026-02,61-90,MEDIUM,FIELD,71,3,279178.32,0.04225352112676056,3932.089014084507
2026-02,61-90,MEDIUM,SMS,69,2,124589.25,0.028985507246376812,1805.641304347826
2026-02,61-90,MEDIUM,VOICE,59,1,1513.27,0.01694915254237288,25.64864406779661
2026-02,61-90,MEDIUM,WHATSAPP,51,2,281563.11,0.0392156862745098,5520.8452941176465
2026-02,61-90,NPA,FIELD,77,2,289848.51,0.025974025974025976,3764.2663636363636
2026-02,61-90,NPA,SMS,58,4,246364.12999999998,0.06896551724137931,4247.657413793103
2026-02,61-90,NPA,VOICE,41,1,80294.09,0.024390243902439025,1958.3924390243901
2026-02,61-90,NPA,WHATSAPP,54,1,18289.63,0.018518518518518517,338.6968518518519
2026-02,91+,HIGH,FIELD,53,1,99003.62,0.018867924528301886,1867.9928301886791
2026-02,91+,HIGH,SMS,60,1,9974.19,0.016666666666666666,166.2365
2026-02,91+,HIGH,VOICE,58,0,0.0,0.0,0.0
2026-02,91+,HIGH,WHATSAPP,58,3,86025.70999999999,0.05172413793103448,1483.201896551724
2026-02,91+,LOW,FIELD,43,0,0.0,0.0,0.0
2026-02,91+,LOW,SMS,58,3,245349.75,0.05172413793103448,4230.168103448276
2026-02,91+,LOW,VOICE,61,2,234622.38,0.03278688524590164,3846.268524590164
2026-02,91+,LOW,WHATSAPP,67,2,159667.46000000002,0.029850746268656716,2383.096417910448
2026-02,91+,MEDIUM,FIELD,59,1,114859.11,0.01694915254237288,1946.7645762711863
2026-02,91+,MEDIUM,SMS,34,0,0.0,0.0,0.0
2026-02,91+,MEDIUM,VOICE,51,1,113477.52,0.0196078431372549,2225.049411764706
2026-02,91+,MEDIUM,WHATSAPP,56,5,473535.70999999996,0.08928571428571429,8455.99482142857
2026-02,91+,NPA,FIELD,63,1,56038.86,0.015873015873015872,889.5057142857142
2026-02,91+,NPA,SMS,52,2,168757.53,0.038461538461538464,3245.3371153846156
2026-02,91+,NPA,VOICE,62,1,6626.72,0.016129032258064516,106.8825806451613
2026-02,91+,NPA,WHATSAPP,62,4,265937.74,0.06451612903225806,4289.318387096774
2026-03,0-30,HIGH,FIELD,158,6,531781.25,0.0379746835443038,3365.7041139240505
2026-03,0-30,HIGH,SMS,157,6,460003.03,0.03821656050955414,2929.9556050955416
2026-03,0-30,HIGH,VOICE,151,2,140230.39,0.013245033112582781,928.6780794701988
2026-03,0-30,HIGH,WHATSAPP,166,4,343862.77,0.024096385542168676,2071.4624698795183
2026-03,0-30,LOW,FIELD,158,7,259762.72,0.04430379746835443,1644.0678481012658
2026-03,0-30,LOW,SMS,163,5,307175.93,0.03067484662576687,1884.5149079754601
2026-03,0-30,LOW,VOICE,139,8,629798.36,0.05755395683453238,4530.92345323741
2026-03,0-30,LOW,WHATSAPP,158,10,1170688.46,0.06329113924050633,7409.420632911392
2026-03,0-30,MEDIUM,FIELD,170,5,453422.99,0.029411764705882353,2667.1940588235293
2026-03,0-30,MEDIUM,SMS,156,4,178816.53,0.02564102564102564,1146.2598076923077
2026-03,0-30,MEDIUM,VOICE,189,5,575156.4199999999,0.026455026455026454,3043.155661375661
2026-03,0-30,MEDIUM,WHATSAPP,169,12,1063048.4,0.07100591715976332,6290.2272189349105
2026-03,0-30,NPA,FIELD,134,5,335227.82,0.03731343283582089,2501.7001492537315
2026-03,0-30,NPA,SMS,178,10,697499.51,0.056179775280898875,3918.536573033708
2026-03,0-30,NPA,VOICE,134,3,133571.01,0.022388059701492536,996.7985820895523
2026-03,0-30,NPA,WHATSAPP,167,7,638925.84,0.041916167664670656,3825.903233532934
2026-03,31-60,HIGH,FIELD,75,2,106119.84999999999,0.02666666666666667,1414.9313333333332
2026-03,31-60,HIGH,SMS,63,3,279271.87,0.047619047619047616,4432.886825396826
2026-03,31-60,HIGH,VOICE,61,2,156165.27000000002,0.03278688524590164,2560.0863934426234
2026-03,31-60,HIGH,WHATSAPP,57,0,0.0,0.0,0.0
2026-03,31-60,LOW,FIELD,61,6,361373.14999999997,0.09836065573770492,5924.15
2026-03,31-60,LOW,SMS,75,4,329734.52,0.05333333333333334,4396.460266666667
2026-03,31-60,LOW,VOICE,76,3,263317.48,0.039473684210526314,3464.7036842105263
2026-03,31-60,LOW,WHATSAPP,74,3,201511.59000000003,0.04054054054054054,2723.129594594595
2026-03,31-60,MEDIUM,FIELD,82,3,90800.29,0.036585365853658534,1107.3206097560974
2026-03,31-60,MEDIUM,SMS,55,3,250286.40000000002,0.05454545454545454,4550.6618181818185
2026-03,31-60,MEDIUM,VOICE,53,2,145025.38,0.03773584905660377,2736.327924528302
2026-03,31-60,MEDIUM,WHATSAPP,58,4,458679.06,0.06896551724137931,7908.259655172414
2026-03,31-60,NPA,FIELD,70,2,97656.7,0.02857142857142857,1395.0957142857142
2026-03,31-60,NPA,SMS,63,4,291288.81,0.06349206349206349,4623.6319047619045
2026-03,31-60,NPA,VOICE,41,0,0.0,0.0,0.0
2026-03,31-60,NPA,WHATSAPP,49,0,0.0,0.0,0.0
2026-03,61-90,HIGH,FIELD,56,1,119978.86,0.017857142857142856,2142.479642857143
2026-03,61-90,HIGH,SMS,57,5,351351.02,0.08771929824561403,6164.052982456141
2026-03,61-90,HIGH,VOICE,61,2,197875.57,0.03278688524590164,3243.8618032786885
2026-03,61-90,HIGH,WHATSAPP,73,3,253820.6,0.0410958904109589,3476.9945205479453
2026-03,61-90,LOW,FIELD,55,3,139638.72999999998,0.05454545454545454,2538.8859999999995
2026-03,61-90,LOW,SMS,63,3,205812.32,0.047619047619047616,3266.8622222222225
2026-03,61-90,LOW,VOICE,58,3,339237.02,0.05172413793103448,5848.914137931035
2026-03,61-90,LOW,WHATSAPP,61,2,263781.57,0.03278688524590164,4324.288032786885
2026-03,61-90,MEDIUM,FIELD,55,5,512233.33999999997,0.09090909090909091,9313.333454545455
2026-03,61-90,MEDIUM,SMS,64,4,434667.42,0.0625,6791.6784375
2026-03,61-90,MEDIUM,VOICE,83,3,324536.81,0.03614457831325301,3910.0820481927713
2026-03,61-90,MEDIUM,WHATSAPP,67,4,344245.47,0.05970149253731343,5137.992089552238
2026-03,61-90,NPA,FIELD,64,0,0.0,0.0,0.0
2026-03,61-90,NPA,SMS,60,3,222558.86,0.05,3709.3143333333333
2026-03,61-90,NPA,VOICE,51,3,225146.71,0.058823529411764705,4414.641372549019
2026-03,61-90,NPA,WHATSAPP,51,1,125812.15,0.0196078431372549,2466.904901960784
2026-03,91+,HIGH,FIELD,63,2,153382.18,0.031746031746031744,2434.6377777777775
2026-03,91+,HIGH,SMS,77,1,142862.62,0.012987012987012988,1855.3587012987011
2026-03,91+,HIGH,VOICE,64,5,644111.61,0.078125,10064.24390625
2026-03,91+,HIGH,WHATSAPP,72,1,132113.3,0.013888888888888888,1834.9069444444442
2026-03,91+,LOW,FIELD,73,2,90835.58,0.0273972602739726,1244.3230136986301
2026-03,91+,LOW,SMS,84,4,383295.83,0.047619047619047616,4563.045595238095
2026-03,91+,LOW,VOICE,56,1,12662.94,0.017857142857142856,226.1239285714286
2026-03,91+,LOW,WHATSAPP,72,3,225356.78999999998,0.041666666666666664,3129.955416666666
2026-03,91+,MEDIUM,FIELD,61,2,102782.93,0.03278688524590164,1684.9660655737703
2026-03,91+,MEDIUM,SMS,60,4,312973.62,0.06666666666666667,5216.227
2026-03,91+,MEDIUM,VOICE,79,3,89628.69,0.0379746835443038,1134.5403797468355
2026-03,91+,MEDIUM,WHATSAPP,71,1,109752.32,0.014084507042253521,1545.8073239436621
2026-03,91+,NPA,FIELD,63,2,147511.69,0.031746031746031744,2341.4553968253967
2026-03,91+,NPA,SMS,85,2,81816.0,0.023529411764705882,962.5411764705882
2026-03,91+,NPA,VOICE,79,6,443154.20999999996,0.0759493670886076,5609.546962025316
2026-03,91+,NPA,WHATSAPP,68,2,104578.68,0.029411764705882353,1537.9217647058822
2026-04,0-30,HIGH,FIELD,150,5,248941.35,0.03333333333333333,1659.6090000000002
2026-04,0-30,HIGH,SMS,165,3,109829.89,0.01818181818181818,665.6356969696969
2026-04,0-30,HIGH,VOICE,156,5,519277.19,0.03205128205128205,3328.699935897436
2026-04,0-30,HIGH,WHATSAPP,169,4,357424.95000000007,0.023668639053254437,2114.940532544379
2026-04,0-30,LOW,FIELD,170,6,347180.2,0.03529411764705882,2042.2364705882353
2026-04,0-30,LOW,SMS,150,4,316675.31,0.02666666666666667,2111.1687333333334
2026-04,0-30,LOW,VOICE,134,6,426215.08999999997,0.04477611940298507,3180.7096268656715
2026-04,0-30,LOW,WHATSAPP,148,11,492953.87,0.07432432432432433,3330.7693918918917
2026-04,0-30,MEDIUM,FIELD,155,3,281261.97000000003,0.01935483870967742,1814.59335483871
2026-04,0-30,MEDIUM,SMS,143,3,226997.54,0.02097902097902098,1587.3953846153847
2026-04,0-30,MEDIUM,VOICE,188,4,235434.72,0.02127659574468085,1252.3123404255318
2026-04,0-30,MEDIUM,WHATSAPP,157,3,248275.30000000002,0.01910828025477707,1581.371337579618
2026-04,0-30,NPA,FIELD,183,8,724789.41,0.04371584699453552,3960.597868852459
2026-04,0-30,NPA,SMS,138,3,296541.24,0.021739130434782608,2148.849565217391
2026-04,0-30,NPA,VOICE,142,2,117118.74,0.014084507042253521,824.7798591549296
2026-04,0-30,NPA,WHATSAPP,150,5,262008.25,0.03333333333333333,1746.7216666666666
2026-04,31-60,HIGH,FIELD,67,4,226441.23,0.05970149253731343,3379.719850746269
2026-04,31-60,HIGH,SMS,62,4,367833.38,0.06451612903225806,5932.796451612903
2026-04,31-60,HIGH,VOICE,80,5,516476.41000000003,0.0625,6455.955125
2026-04,31-60,HIGH,WHATSAPP,57,5,377940.52,0.08771929824561403,6630.535438596492
2026-04,31-60,LOW,FIELD,69,4,286959.81,0.057971014492753624,4158.837826086957
2026-04,31-60,LOW,SMS,76,3,297778.73,0.039473684210526314,3918.1411842105263
2026-04,31-60,LOW,VOICE,72,5,279894.41000000003,0.06944444444444445,3887.4223611111115
2026-04,31-60,LOW,WHATSAPP,85,1,74292.46,0.011764705882352941,874.0289411764707
2026-04,31-60,MEDIUM,FIELD,59,2,316150.68999999994,0.03389830508474576,5358.48627118644
2026-04,31-60,MEDIUM,SMS,65,2,136439.82,0.03076923076923077,2099.074153846154
2026-04,31-60,MEDIUM,VOICE,68,1,33129.97,0.014705882352941176,487.20544117647063
2026-04,31-60,MEDIUM,WHATSAPP,58,2,128943.92,0.034482758620689655,2223.1710344827584
2026-04,31-60,NPA,FIELD,78,4,159759.13999999998,0.05128205128205128,2048.194102564102
2026-04,31-60,NPA,SMS,79,1,73226.82,0.012658227848101266,926.9217721518988
2026-04,31-60,NPA,VOICE,70,5,536015.22,0.07142857142857142,7657.360285714285
2026-04,31-60,NPA,WHATSAPP,62,2,156106.85,0.03225806451612903,2517.8524193548387
2026-04,61-90,HIGH,FIELD,76,3,182553.04,0.039473684210526314,2402.013684210526
2026-04,61-90,HIGH,SMS,72,2,231407.96,0.027777777777777776,3213.999444444444
2026-04,61-90,HIGH,VOICE,60,0,0.0,0.0,0.0
2026-04,61-90,HIGH,WHATSAPP,53,0,0.0,0.0,0.0
2026-04,61-90,LOW,FIELD,60,2,162760.61,0.03333333333333333,2712.676833333333
2026-04,61-90,LOW,SMS,66,5,198746.45,0.07575757575757576,3011.3098484848488
2026-04,61-90,LOW,VOICE,52,2,220049.3,0.038461538461538464,4231.717307692307
2026-04,61-90,LOW,WHATSAPP,54,2,110488.02,0.037037037037037035,2046.0744444444445
2026-04,61-90,MEDIUM,FIELD,58,0,0.0,0.0,0.0
2026-04,61-90,MEDIUM,SMS,63,2,168904.0,0.031746031746031744,2681.0158730158732
2026-04,61-90,MEDIUM,VOICE,61,4,379259.08999999997,0.06557377049180328,6217.362131147541
2026-04,61-90,MEDIUM,WHATSAPP,68,6,515685.26,0.08823529411764706,7583.606764705883
2026-04,61-90,NPA,FIELD,73,4,275078.83,0.0547945205479452,3768.2031506849316
2026-04,61-90,NPA,SMS,52,0,0.0,0.0,0.0
2026-04,61-90,NPA,VOICE,48,3,277376.41000000003,0.0625,5778.675208333334
2026-04,61-90,NPA,WHATSAPP,73,1,116854.44,0.0136986301369863,1600.7457534246576
2026-04,91+,HIGH,FIELD,68,2,214888.16,0.029411764705882353,3160.12
2026-04,91+,HIGH,SMS,64,2,141494.64,0.03125,2210.85375
2026-04,91+,HIGH,VOICE,55,2,128989.05,0.03636363636363636,2345.2554545454545
2026-04,91+,HIGH,WHATSAPP,57,2,133740.59000000003,0.03508771929824561,2346.3261403508777
2026-04,91+,LOW,FIELD,71,1,103104.42,0.014084507042253521,1452.1749295774648
2026-04,91+,LOW,SMS,69,4,211301.59,0.057971014492753624,3062.341884057971
2026-04,91+,LOW,VOICE,53,1,87785.18,0.018867924528301886,1656.324150943396
2026-04,91+,LOW,WHATSAPP,67,2,69310.58,0.029850746268656716,1034.4862686567164
2026-04,91+,MEDIUM,FIELD,52,2,141994.72,0.038461538461538464,2730.6676923076925
2026-04,91+,MEDIUM,SMS,57,3,230198.28,0.05263157894736842,4038.5663157894737
2026-04,91+,MEDIUM,VOICE,57,0,0.0,0.0,0.0
2026-04,91+,MEDIUM,WHATSAPP,71,5,279376.77,0.07042253521126761,3934.8840845070426
2026-04,91+,NPA,FIELD,78,3,125533.04,0.038461538461538464,1609.3979487179486
2026-04,91+,NPA,SMS,58,2,67504.51000000001,0.034482758620689655,1163.8708620689656
2026-04,91+,NPA,VOICE,57,1,123344.57,0.017543859649122806,2163.939824561404
2026-04,91+,NPA,WHATSAPP,57,1,67296.31,0.017543859649122806,1180.6370175438597
2026-05,0-30,HIGH,FIELD,160,6,527655.88,0.0375,3297.84925
2026-05,0-30,HIGH,SMS,168,5,316202.75,0.02976190476190476,1882.1592261904761
2026-05,0-30,HIGH,VOICE,178,8,671055.75,0.0449438202247191,3769.9761235955057
2026-05,0-30,HIGH,WHATSAPP,149,8,649527.54,0.053691275167785234,4359.245234899329
2026-05,0-30,LOW,FIELD,153,5,341509.5,0.032679738562091505,2232.0882352941176
2026-05,0-30,LOW,SMS,189,7,753252.17,0.037037037037037035,3985.461216931217
2026-05,0-30,LOW,VOICE,171,3,150110.73,0.017543859649122806,877.8405263157896
2026-05,0-30,LOW,WHATSAPP,149,5,311996.29,0.03355704697986577,2093.934832214765
2026-05,0-30,MEDIUM,FIELD,173,2,204887.25,0.011560693641618497,1184.3193641618498
2026-05,0-30,MEDIUM,SMS,170,6,508155.28,0.03529411764705882,2989.148705882353
2026-05,0-30,MEDIUM,VOICE,176,7,611674.8,0.03977272727272727,3475.425
2026-05,0-30,MEDIUM,WHATSAPP,162,5,353007.43,0.030864197530864196,2179.058209876543
2026-05,0-30,NPA,FIELD,167,9,793852.65,0.05389221556886228,4753.608682634731
2026-05,0-30,NPA,SMS,151,7,424059.93,0.046357615894039736,2808.343907284768
2026-05,0-30,NPA,VOICE,172,4,330452.56999999995,0.023255813953488372,1921.2358720930229
2026-05,0-30,NPA,WHATSAPP,170,6,418996.23,0.03529411764705882,2464.683705882353
2026-05,31-60,HIGH,FIELD,73,2,231179.02000000002,0.0273972602739726,3166.835890410959
2026-05,31-60,HIGH,SMS,58,6,298523.22,0.10344827586206896,5146.952068965516
2026-05,31-60,HIGH,VOICE,76,5,421204.72,0.06578947368421052,5542.167368421052
2026-05,31-60,HIGH,WHATSAPP,56,3,229564.33000000002,0.05357142857142857,4099.363035714286
2026-05,31-60,LOW,FIELD,76,1,97044.04,0.013157894736842105,1276.8952631578948
2026-05,31-60,LOW,SMS,76,3,266265.66000000003,0.039473684210526314,3503.49552631579
2026-05,31-60,LOW,VOICE,70,5,280803.11,0.07142857142857142,4011.473
2026-05,31-60,LOW,WHATSAPP,51,1,95281.2,0.0196078431372549,1868.2588235294118
2026-05,31-60,MEDIUM,FIELD,58,3,202254.59,0.05172413793103448,3487.148103448276
2026-05,31-60,MEDIUM,SMS,65,2,117842.0,0.03076923076923077,1812.9538461538461
2026-05,31-60,MEDIUM,VOICE,78,4,327132.61,0.05128205128205128,4194.00782051282
2026-05,31-60,MEDIUM,WHATSAPP,47,2,12667.01,0.0425531914893617,269.5108510638298
2026-05,31-60,NPA,FIELD,60,1,139174.2,0.016666666666666666,2319.57
2026-05,31-60,NPA,SMS,74,2,131497.76,0.02702702702702703,1776.996756756757
2026-05,31-60,NPA,VOICE,70,4,455749.74,0.05714285714285714,6510.710571428572
2026-05,31-60,NPA,WHATSAPP,71,3,235503.28,0.04225352112676056,3316.9476056338026
2026-05,61-90,HIGH,FIELD,55,1,110037.51,0.01818181818181818,2000.682
2026-05,61-90,HIGH,SMS,76,2,64461.409999999996,0.02631578947368421,848.176447368421
2026-05,61-90,HIGH,VOICE,52,3,161391.63,0.057692307692307696,3103.6851923076924
2026-05,61-90,HIGH,WHATSAPP,68,4,199918.63,0.058823529411764705,2939.9798529411764
2026-05,61-90,LOW,FIELD,62,2,177412.27000000002,0.03225806451612903,2861.4882258064517
2026-05,61-90,LOW,SMS,68,1,47550.84,0.014705882352941176,699.2770588235294
2026-05,61-90,LOW,VOICE,78,2,78974.06999999999,0.02564102564102564,1012.4880769230768
2026-05,61-90,LOW,WHATSAPP,58,4,351188.37,0.06896551724137931,6054.971896551724
2026-05,61-90,MEDIUM,FIELD,54,1,106714.36,0.018518518518518517,1976.1918518518519
2026-05,61-90,MEDIUM,SMS,72,1,106733.5,0.013888888888888888,1482.4097222222222
2026-05,61-90,MEDIUM,VOICE,78,3,114106.34,0.038461538461538464,1462.901794871795
2026-05,61-90,MEDIUM,WHATSAPP,63,1,147660.74,0.015873015873015872,2343.82126984127
2026-05,61-90,NPA,FIELD,65,2,233865.49,0.03076923076923077,3597.930615384615
2026-05,61-90,NPA,SMS,55,2,201211.24,0.03636363636363636,3658.3861818181817
2026-05,61-90,NPA,VOICE,60,1,48541.71,0.016666666666666666,809.0285
2026-05,61-90,NPA,WHATSAPP,72,3,231103.82,0.041666666666666664,3209.775277777778
2026-05,91+,HIGH,FIELD,70,3,190686.80000000002,0.04285714285714286,2724.097142857143
